gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4519612486	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134051	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134051					3																																					2023-09-04									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80173	4.42409	WGS84	15																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519611530	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296295235	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296295235					1			female																																		2024-01-12									unspecified trap									Europe					BE	East Flanders		Beveren														51.24118	4.17003	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4519611490	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134512	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134512					2																																					2023-09-20									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.82632	4.43218	WGS84	15																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519611489	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134369	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134369					4																																					2023-09-11									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80015	4.42100	WGS84	15																																										unverified		https://waarnemingen.be/species/9358								Pontastacus leptodactylus								Animalia																species		(Eschscholtz, 1823)	Galicische rivierkreeft	ICZN			
4519611488	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296133207	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296133207					1																																					2023-08-29									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.82670	4.43283	WGS84	30																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519610768	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296899443	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296899443					1			female																																		2024-01-19									unspecified trap									Europe					BE	East Flanders		Beveren														51.24482	4.18186	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4519610503	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134081	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134081					2																																					2023-09-04									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80173	4.42409	WGS84	15																																										unverified		https://waarnemingen.be/species/9358								Pontastacus leptodactylus								Animalia																species		(Eschscholtz, 1823)	Galicische rivierkreeft	ICZN			
4519609515	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134542	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134542					3																																					2023-09-20									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80174	4.42398	WGS84	8																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519609514	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134326	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134326					1																																					2023-09-11									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80170	4.42394	WGS84	8																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519609513	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296133318	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296133318					1																																					2023-08-29									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.79999	4.42089	WGS84	8																																										unverified		https://waarnemingen.be/species/9358								Pontastacus leptodactylus								Animalia																species		(Eschscholtz, 1823)	Galicische rivierkreeft	ICZN			
4519608521	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296294505	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296294505					1			male																																		2024-01-12									unspecified trap									Europe					BE	East Flanders		Beveren														51.24127	4.16916	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4519608472	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134278	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134278					2																																					2023-09-11									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.82659	4.43288	WGS84	30																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519608471	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134232	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134232					2																																					2023-09-11									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.83090	4.43206	WGS84	30																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519608470	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296134151	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296134151					7																																					2023-09-04									casual observation									Europe					BE	Brussels Capital Region		Watermaal-Bosvoorde / Watermael-Boitsfort														50.80009	4.42093	WGS84	15																																										unverified		https://waarnemingen.be/species/9358								Pontastacus leptodactylus								Animalia																species		(Eschscholtz, 1823)	Galicische rivierkreeft	ICZN			
4519606516	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296295787	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296295787					1			male																																		2024-01-12									unspecified trap									Europe					BE	East Flanders		Beveren														51.24079	4.17380	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4519606474	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296133470	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296133470					1																																					2023-08-29									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.82962	4.43177	WGS84	15																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4519606473	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/296133074	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:296133074					1																																					2023-08-29									casual observation									Europe					BE	Brussels Capital Region		Sint-Pieters-Woluwe / Woluwe-Saint-Pierre														50.83112	4.43193	WGS84	30																																										unverified		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4518313301				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15642	15642		DEMNA-DNE & associated parties		1				Alive					introduced				present															Specimen									2021-07-23				2021	07	23	20210723																			Ottignies-Louvain-la-Neuve	LLN													50.6666874	4.6054173	WGS 84	49			deg 50.666687 4.605417				WGS 84	POINT(4.6054173 50.66668739999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4518298432	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/280819334	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:280819334					1																																					2023-07-13									casual observation									Europe					BE	Namur		Viroinval														50.08401	4.59761	WGS84	5																																										approved on photographic evidence		https://observations.be/species/20581								Pacifastacus leniusculus								Animalia																species		(Dana, 1852)	Écrevisse de Californie	ICZN			
4518298276	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/297022844	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:297022844					1																						found dead															2024-01-21									seen									Europe					BE	Hainaut		Montigny-le-Tilleul														50.35993	4.40635	WGS84	999																																										approved on photographic evidence		https://observations.be/species/20581								Pacifastacus leniusculus								Animalia																species		(Dana, 1852)	Écrevisse de Californie	ICZN			
4518297042	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/295884050	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:295884050					1																																					2023-06-03									casual observation									Europe					BE	Luxembourg		Bouillon														49.80483	5.16750	WGS84	999																																										approved on photographic evidence		https://observations.be/species/20581								Pacifastacus leniusculus								Animalia																species		(Dana, 1852)	Écrevisse de Californie	ICZN			
4518296934	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/295494534	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:295494534					1				adult																																	2023-07-05									seen									Europe					BE	Liège		Waimes														50.45125	6.10854	WGS84	15																																										unverified		https://observations.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)		ICZN			
4518296437	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/279132618	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:279132618					1																																					2023-07-04									casual observation									Europe					BE	Liège		Stavelot														50.39148	5.87983	WGS84	4																																										approved on photographic evidence		https://observations.be/species/20581								Pacifastacus leniusculus								Animalia																species		(Dana, 1852)	Écrevisse de Californie	ICZN			
4518296436	https://www.natagora.be/donnees_naturalistes_usage			https://creativecommons.org/publicdomain/zero/1.0/			https://observations.be/observation/279132566	Natagora				https://doi.org/10.15468/p58ip1	Natagora		Observations.be - Non-native species occurrences in Wallonia, Belgium		HumanObservation	see metadata			Natagora:Observations:279132566					1																																					2023-07-04									casual observation									Europe					BE	Liège		Stavelot														50.39150	5.87978	WGS84	3																																										approved on photographic evidence		https://observations.be/species/20581								Pacifastacus leniusculus								Animalia																species		(Dana, 1852)	Écrevisse de Californie	ICZN			
4517946317				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15636	15636		DEMNA-DNE & associated parties		39									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5714348	4.144353	WGS 84	49			deg 50.571435 4.144353				WGS 84	POINT(4.144353 50.57143479999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946316				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15635	15635		DEMNA-DNE & associated parties		17									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5711207	4.1442457	WGS 84	49			deg 50.571121 4.144246				WGS 84	POINT(4.1442457 50.5711207)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946315				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15638	15638		DEMNA-DNE & associated parties		17									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5707316	4.1444067	WGS 84	49			deg 50.570732 4.144407				WGS 84	POINT(4.144406700000001 50.57073159999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946313				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15637	15637		DEMNA-DNE & associated parties		21									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5707156	4.1437136	WGS 84	49			deg 50.570716 4.143714				WGS 84	POINT(4.1437136 50.57071559999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946312				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15626	15626		DEMNA-DNE & associated parties		145				Alive					introduced				present															Specimen									2021-05-27				2021	05	27	20210527																			Grez-Doiceau	Grez-Doiceau													50.7164905	4.7178769	WGS 84	49			deg 50.716491 4.717877				WGS 84	POINT(4.717876900000001 50.71649049999999)	epsg:4326																																	validated with document	certain identification									Procambarus clarkii																															
4517946309				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15639	15639		DEMNA-DNE & associated parties		16									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Beauvechain	Beauvechain													50.7867879	4.7439737	WGS 84	49			deg 50.786788 4.743974				WGS 84	POINT(4.7439737 50.78678789999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946306				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15641	15641		DEMNA-DNE & associated parties		28									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Beauvechain	Beauvechain													50.7876602	4.7436411	WGS 84	49			deg 50.787660 4.743641				WGS 84	POINT(4.7436411 50.78766019999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946305				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15640	15640		DEMNA-DNE & associated parties		36									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Beauvechain	Beauvechain													50.7873753	4.7437699	WGS 84	49			deg 50.787375 4.743770				WGS 84	POINT(4.743769900000001 50.78737529999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946304				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15632	15632		DEMNA-DNE & associated parties											introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Braine-le-Comte	Braine-le-Comte													50.5788438	4.1334	WGS 84	49			deg 50.578844 4.133400				WGS 84	POINT(4.1334 50.57884379999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946303				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15631	15631		DEMNA-DNE & associated parties											introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Braine-le-Comte	Braine-le-Comte													50.5858825	4.1140881	WGS 84	49			deg 50.585883 4.114088				WGS 84	POINT(4.1140881 50.58588249999999)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946302				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15634	15634		DEMNA-DNE & associated parties		80									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5748567	4.1401162	WGS 84	49			deg 50.574857 4.140116				WGS 84	POINT(4.1401162 50.5748567)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4517946301				CC-By-NC									SPW-DEMNA	Enquêtes OFFH	DEMNA-DNE : Early warning system on Introduced Species in Wallonia		HumanObservation	collector identity withheld			12-15633	15633		DEMNA-DNE & associated parties		41									introduced				present															Presence									2021-06-20				2021	06	20	20210620																			Ecaussinnes	Ecaussinnes													50.5755871	4.1392579	WGS 84	49			deg 50.575587 4.139258				WGS 84	POINT(4.1392579 50.5755871)	epsg:4326																																	validated on the basis of rules	certain identification									Procambarus clarkii																															
4512164621				https://creativecommons.org/licenses/by-nc/4.0/	2025-01-14T17:40:48Z		https://www.inaturalist.org/observations/127730950	greenvirusred					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26486m to protect threatened taxon			https://www.inaturalist.org/observations/127730950	127730950		greenvirusred																																							2022-07-24T16:48:30+02:00	16:48:30+02:00						2022-07-24 16:48:30+02:00																BE	Wallonie				Luxembourg, Wallonie, BE												49.6207022962	5.4613616713	EPSG:4326	26486																																		287400919				David Sandler		2022-08-10T19:43:40Z				53708								Pacifastacus leniusculus								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus							species							
4509016651	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/295792864	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:295792864					1			female																																		2024-01-06									unspecified trap									Europe					BE	East Flanders		Beveren														51.24444	4.18139	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4509016311	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/295167714	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:295167714					1			female																																		2023-12-27									unspecified trap									Europe					BE	East Flanders		Beveren														51.24115	4.17029	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus								Animalia																species		(Girard, 1852)	Gestreepte Amerikaanse rivierkreeft	ICZN			
4509014711	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/295855066	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:295855066					1																																					2019-06-02									casual observation									Europe					BE	West Flanders		Oudenburg														51.20374	3.04981	WGS84	999																																										approved on expert judgement		https://waarnemingen.be/species/10083								Procambarus clarkii								Animalia																species		(Girard, 1852)	Rode Amerikaanse rivierkreeft	ICZN			
4509013810	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/295792671	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:295792671:3229494					2			female																																		2024-01-06									unspecified trap									Europe					BE	East Flanders		Beveren														51.24444	4.18139	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
4509013802	http://www.natuurpunt.be/normen-voor-datagebruik			https://creativecommons.org/licenses/by-nc/4.0/			https://waarnemingen.be/observation/294972913	Natuurpunt Studie				https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HumanObservation	see metadata			Natuurpunt:Waarnemingen:294972913:3214201					7			male																																		2023-12-22									unspecified trap									Europe					BE	East Flanders		Beveren														51.24220	4.17645	WGS84	999																																										approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus								Animalia																species		(Rafinesque, 1817)	Gevlekte Amerikaanse rivierkreeft	ICZN			
